season,playerId,player,team,position,conference,bio_firstName,bio_lastName,bio_height,bio_weight,bio_jersey,bio_position,bio_homeCity,bio_homeState,bio_homeCountry,bio_homeLatitude,bio_homeLongitude,bio_homeCountyFIPS,bio_recruitIds,bio_recruitIds_count,stat_receiving_LONG,stat_receiving_REC,stat_receiving_TD,stat_receiving_YDS,stat_receiving_YPR,stat_interceptions_AVG,stat_interceptions_INT,stat_interceptions_TD,stat_interceptions_YDS,stat_kickReturns_AVG,stat_kickReturns_LONG,stat_kickReturns_NO,stat_kickReturns_TD,stat_kickReturns_YDS,stat_passing_ATT,stat_passing_COMPLETIONS,stat_passing_INT,stat_passing_PCT,stat_passing_TD,stat_passing_YDS,stat_passing_YPA,stat_puntReturns_AVG,stat_puntReturns_LONG,stat_puntReturns_NO,stat_puntReturns_TD,stat_puntReturns_YDS,stat_rushing_CAR,stat_rushing_LONG,stat_rushing_TD,stat_rushing_YDS,stat_rushing_YPC,stat_punting_In_20,stat_punting_LONG,stat_punting_NO,stat_punting_TB,stat_punting_YDS,stat_punting_YPP,stat_kicking_FGA,stat_kicking_FGM,stat_kicking_LONG,stat_kicking_PCT,stat_kicking_PTS,stat_kicking_XPA,stat_kicking_XPM,stat_defensive_PD,stat_defensive_QB_HUR,stat_defensive_SACKS,stat_defensive_SOLO,stat_defensive_TD,stat_defensive_TFL,stat_defensive_TOT,stat_fumbles_FUM,stat_fumbles_LOST,stat_fumbles_REC
2024,4886806,Jesus Gomez,Eastern Michigan,PK,Mid-American,Jesus,Gomez,74.0,215.0,35.0,PK,Puebla,,Mexico,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,18.0,57.0,0.783,81.0,29.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
2024,4706680,Jez Janvier,Eastern Michigan,OL,MAC,Jez,Janvier,77.0,305.0,78.0,OL,Montreal,PQ,Canada,,,,118171,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5125733,Joey Mattord,Eastern Michigan,RB,Mid-American,Joey,Mattord,71.0,187.0,24.0,RB,Hartland,MI,USA,42.656697,-83.7530022,26093,,0.0,27.0,10.0,0.0,115.0,11.5,,,,,19.0,26.0,7.0,0.0,133.0,,,,,,,,18.0,18.0,1.0,0.0,18.0,29.0,13.0,1.0,118.0,4.1,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0
2024,5083208,Joey Zelinsky,Eastern Michigan,DL,Mid-American,Joey,Zelinsky,76.0,250.0,45.0,DL,Cressona,PA,USA,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,2.0,13.0,0.0,5.5,30.0,,,
2024,5193287,Jordan Toney,Eastern Michigan,DB,Mid-American,Jordan,Toney,76.0,182.0,15.0,DB,Decatur,GA,USA,33.7737582,-84.296069,13089,110672,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,11.0,0.0,0.5,18.0,0.0,0.0,1.0
2024,5220060,Josh Anderson,Eastern Michigan,OL,MAC,Josh,Anderson,76.0,310.0,73.0,OL,Florissant,MO,USA,38.7919683,-90.3227803,29189,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5083200,Joshua Scott,Eastern Michigan,DB,MAC,Joshua,Scott,71.0,180.0,1.0,DB,Antioch,CA,USA,38.0049214,-121.805789,06013,183556,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4686761,Justin Jefferson,Eastern Michigan,DL,Mid-American,Justin,Jefferson,70.0,234.0,5.0,DL,Chicago,IL,USA,41.8755616,-87.6244212,17031,121177,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.0,4.0,11.0,0.0,5.0,34.0,0.0,0.0,1.0
2024,4428141,Kendric Nowling,Eastern Michigan,LB,Mid-American,Kendric,Nowling,74.0,230.0,32.0,LB,Chicago,IL,USA,41.8755616,-87.6244212,17031,124952,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9.0,1.0,0.0,12.0,,,
2024,4880830,Kenyon Bowyer,Eastern Michigan,PK,MAC,Kenyon,Bowyer,70.0,182.0,37.0,PK,Sacramento,CA,USA,38.5815719,-121.4943996,06067,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4573071,Logan Bednar,Eastern Michigan,OL,MAC,Logan,Bednar,75.0,317.0,69.0,OL,Irvine,CA,USA,33.6856969,-117.8259819,06059,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5074202,Luke Fletcher,Eastern Michigan,DL,Mid-American,Luke,Fletcher,75.0,245.0,96.0,DL,Port Huron,MI,USA,42.9815877,-82.440466,26147,113354,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,,,
2024,4592781,Luke Murphy,Eastern Michigan,LB,Mid-American,Luke,Murphy,75.0,235.0,20.0,LB,Massillon,OH,USA,40.7967244,-81.5215093,39151,120736,1.0,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,38.0,0.0,5.0,94.0,0.0,0.0,1.0
2024,4869250,Mack Indestad,Eastern Michigan,OL,MAC,Mack,Indestad,80.0,308.0,72.0,OL,Lemont,IL,USA,41.6737149,-88.0016263,17031,115468,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5080789,Makhail Wood,Eastern Michigan,WR,MAC,Makhail,Wood,70.0,154.0,4.0,WR,Hoschton,GA,USA,34.096496,-83.7612839,13157,112594,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4871049,Malik Tullis,Eastern Michigan,DL,Mid-American,Malik,Tullis,71.0,294.0,9.0,DL,Fairburn,GA,USA,33.5670562,-84.5810418,13121,113158,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,9.0,,,
2024,4603185,Markus Allen,Eastern Michigan,WR,Mid-American,Markus,Allen,74.0,215.0,7.0,WR,Dayton,OH,USA,39.7589478,-84.1916069,39113,116117,1.0,78.0,42.0,3.0,636.0,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5148854,Marvell Eggleston,Eastern Michigan,LB,MAC,Marvell,Eggleston,76.0,223.0,43.0,LB,Detroit,MI,USA,42.3315509,-83.0466403,26163,111075,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4827049,Max Reese,Eastern Michigan,TE,Mid-American,Max,Reese,75.0,250.0,5.0,TE,Chicago,IL,USA,41.8755616,-87.6244212,17031,114915,1.0,34.0,27.0,2.0,232.0,8.6,,,,,,,,,,,,,,,,,8.5,16.0,2.0,0.0,17.0,1.0,3.0,0.0,3.0,3.0,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
2024,4432770,Melvin Swindle II,Eastern Michigan,DL,Mid-American,Melvin,Swindle II,74.0,294.0,99.0,DL,Oklahoma City,OK,USA,35.4729886,-97.5170536,40109,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,0.5,13.0,,,
2024,5080427,Messiah Blair,Eastern Michigan,DL,Mid-American,Messiah,Blair,79.0,235.0,53.0,DL,Detroit,MI,USA,42.3315509,-83.0466403,26163,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
2024,4589217,Mickey Rewolinski,Eastern Michigan,OL,MAC,Mickey,Rewolinski,78.0,297.0,63.0,OL,Caledonia,WI,USA,42.8077958,-87.924248,55101,120409,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5160064,Mitchell Dietzel,Eastern Michigan,LS,Mid-American,Mitchell,Dietzel,76.0,230.0,51.0,LS,Burlington,WI,USA,42.6780758,-88.27619,55101,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
2024,4708847,Mitchell Tomasek,Eastern Michigan,P,Mid-American,Mitchell,Tomasek,76.0,215.0,30.0,P,Columbus,OH,USA,39.9622601,-83.0007065,39049,118162,1.0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,14.0,66.0,47.0,3.0,1944.0,41.4,,,,,,,,,,,,,,,,,
2024,4917301,Nicholas Gallegos,Eastern Michigan,OL,MAC,Nicholas,Gallegos,75.0,290.0,65.0,OL,Naperville,IL,USA,41.7728699,-88.1479278,17043,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5197032,Nicholas Sutherby,Eastern Michigan,OL,MAC,Nicholas,Sutherby,77.0,305.0,68.0,OL,Saline,MI,USA,42.1667072,-83.7816075,26161,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5083205,Nick Devereaux,Eastern Michigan,WR,Mid-American,Nick,Devereaux,73.0,190.0,81.0,WR,Troy,MI,USA,42.6055893,-83.1499304,26125,,0.0,7.0,1.0,0.0,7.0,7.0,,,,,-4.0,0.0,1.0,0.0,-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0,1.0,0.0
2024,5147350,Noah Patterson,Eastern Michigan,DL,MAC,Noah,Patterson,74.0,293.0,64.0,DL,South Point,OH,USA,38.4178597,-82.5862699,39087,110976,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4710860,Oran Singleton Jr.,Eastern Michigan,WR,Mid-American,Oran,Singleton Jr.,69.0,165.0,3.0,WR,Clewiston,FL,USA,26.7542312,-80.9336753,12051,183182,1.0,44.0,64.0,2.0,644.0,10.1,,,,,,,,,,,,,,,,,2.5,18.0,17.0,0.0,43.0,6.0,9.0,0.0,23.0,3.8,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0
2024,5151474,Owen McGraw,Eastern Michigan,RB,MAC,Owen,McGraw,66.0,152.0,7.0,RB,Garden City,MI,USA,42.3255929,-83.3310422,26163,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4594706,Owen Snively,Eastern Michigan,OL,MAC,Owen,Snively,76.0,300.0,50.0,OL,Tilton,NH,USA,43.44245,-71.588974,33001,119711,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4683294,Peyton Price,Eastern Michigan,DL,Mid-American,Peyton,Price,74.0,284.0,9.0,DL,Lafayette,IN,USA,40.4167022,-86.8752869,18157,118079,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,3.5,15.0,0.0,8.5,51.0,,,
2024,4430846,Porter Rooks,Eastern Michigan,WR,MAC,Porter,Rooks,73.0,200.0,9.0,WR,Charlotte,NC,USA,35.2272,-80.843083,37119,118619,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4709774,Quentavius Scandrett,Eastern Michigan,DB,Mid-American,Quentavius,Scandrett,75.0,201.0,8.0,DB,Clayton,GA,USA,,,,117478,1.0,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,2.0,9.0,0.0,7.0,3.5,,,,,,,,,,,,,,2.0,1.0,0.0,28.0,0.0,0.0,54.0,,,
2024,4917422,Quinn Fracassi,Eastern Michigan,WR,Mid-American,Quinn,Fracassi,71.0,160.0,6.0,WR,Howell,MI,USA,42.6072552,-83.9293952,26093,,0.0,6.0,3.0,0.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5151481,Quinn Kelly,Eastern Michigan,LS,MAC,Quinn,Kelly,73.0,215.0,42.0,LS,Chicago,IL,USA,41.8755616,-87.6244212,17031,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5220054,Ray Hester,Eastern Michigan,DB,MAC,Ray,Hester,71.0,190.0,34.0,DB,Detroit,MI,USA,42.3315509,-83.0466403,26163,111089,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5220063,Reggie Gardner,Eastern Michigan,DL,Mid-American,Reggie,Gardner,70.0,287.0,91.0,DL,Southfield,MI,USA,42.4733689,-83.2218731,26125,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
2024,5220057,Rudy Kessinger,Eastern Michigan,PK,MAC,Rudy,Kessinger,74.0,186.0,46.0,PK,Columbus,OH,USA,39.9622601,-83.0007065,39049,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4917426,Ryan Kingston,Eastern Michigan,P,MAC,Ryan,Kingston,78.0,223.0,0.0,P,South Bend,IN,USA,41.6833813,-86.2500066,18141,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5151485,Solomon Bell,Eastern Michigan,DB,Mid-American,Solomon,Bell,69.0,202.0,26.0,DB,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,3.0,0.0,0.0,3.0,,,
2024,4565306,Sterling Miles,Eastern Michigan,DL,Mid-American,Sterling,Miles,76.0,238.0,56.0,DL,West Bloomfield,MI,USA,42.5679,-83.3733,36069,119841,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,3.0,0.0,2.0,11.0,,,
2024,5120368,Terrance Saunders,Eastern Michigan,OL,MAC,Terrance,Saunders,75.0,302.0,71.0,OL,Overland Park,KS,USA,38.9742502,-94.6851702,20091,112506,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5147377,Terrelle Elmore,Eastern Michigan,LB,MAC,Terrelle,Elmore,74.0,218.0,41.0,LB,Merrillville,IN,USA,41.4828144,-87.3328139,18089,110880,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4433855,Terry Lockett Jr.,Eastern Michigan,WR,Mid-American,Terry,Lockett Jr.,71.0,182.0,3.0,WR,Minneapolis,MN,USA,44.9772995,-93.2654692,27053,,0.0,79.0,46.0,5.0,660.0,14.3,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,22.0,22.0,,,,,,3.0,11.0,0.0,20.0,6.7,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,
2024,4917282,Tommy Dickinson,Eastern Michigan,OL,MAC,Tommy,Dickinson,76.0,305.0,61.0,OL,Collegeville,PA,USA,40.1856597,-75.451571,42091,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4360888,Trey Laing,Eastern Michigan,DL,Mid-American,Trey,Laing,75.0,243.0,97.0,DL,Tallahassee,FL,USA,30.4380832,-84.2809332,12073,127503,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.5,10.0,0.0,5.5,21.0,,,
2024,5151475,Tyree Lockett,Eastern Michigan,WR,MAC,Tyree,Lockett,70.0,171.0,80.0,WR,Belleville,MI,USA,42.2048414,-83.4852106,17163,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5154531,Tyrell Martin,Eastern Michigan,DL,Mid-American,Tyrell,Martin,72.0,290.0,93.0,DL,Newark,DE,USA,39.6852191,-75.7508289,10003,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,4.0,0.0,0.5,14.0,0.0,0.0,1.0
2024,5220048,Tyrelle Deener,Eastern Michigan,DB,Mid-American,Tyrelle,Deener,71.0,173.0,22.0,DB,Sarasota,FL,USA,27.3364347,-82.5306527,12115,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,8.0,0.0,1.0,17.0,,,
2024,4875731,Zach Mowchan,Eastern Michigan,LB,Mid-American,Zach,Mowchan,73.0,223.0,11.0,LB,Dillsburg,PA,USA,40.1111911,-77.036342,42133,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,10.0,0.0,0.5,26.0,,,
2024,5220045,Zion Fonua,Eastern Michigan,LB,Mid-American,Zion,Fonua,72.0,245.0,23.0,LB,Euless,TX,USA,32.8457865,-97.0667142473263,48439,183200,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,3.0,0.0,0.0,6.0,,,
2024,4611985,Zyell Griffin,Eastern Michigan,WR,Mid-American,Zyell,Griffin,73.0,198.0,6.0,WR,Vancouver,WA,USA,45.6306954,-122.6744557,53011,120963,1.0,89.0,6.0,1.0,151.0,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5162095,Aaron Hopkins,Kent State,TE,MAC,Aaron,Hopkins,75.0,230.0,46.0,TE,Oberlin,OH,USA,41.2939386,-82.2173786,39093,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5222390,Aiden Burgess,Kent State,DL,Mid-American,Aiden,Burgess,72.0,305.0,52.0,DL,Hanover,MD,USA,39.1928853,-76.7241371,24027,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,
2024,5232572,Aj Campbell,Kent State,,MAC,Aj,Campbell,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4683196,Alex Branch,Kent State,CB,Mid-American,Alex,Branch,72.0,190.0,3.0,CB,Twinsburg,OH,USA,41.3125552,-81.4401129,39153,117866,1.0,,,,,,60.0,1.0,0.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,13.0,0.0,0.0,20.0,,,
2024,4684638,Ali Fisher,Kent State,WR,Mid-American,Ali,Fisher,71.0,190.0,19.0,WR,Belleville,MI,USA,42.2048414,-83.4852106,17163,117610,1.0,13.0,1.0,0.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4875739,Andrew Glass,Kent State,PK,Mid-American,Andrew,Glass,70.0,184.0,60.0,PK,Wheeling,WV,USA,40.0639616,-80.7209149,54069,121070,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,44.0,0.5,11.0,5.0,5.0,,,,,,,,,,
2024,4687483,Antoine Campbell Jr.,Kent State,DL,Mid-American,Antoine,Campbell Jr.,75.0,250.0,11.0,DL,Copley,OH,USA,41.0989439,-81.6445685,39153,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,3.0,0.0,1.5,6.0,,,
2024,5222389,Antonio Bottiggi,Kent State,DL,MAC,Antonio,Bottiggi,74.0,245.0,44.0,DL,Painesville,OH,USA,41.7244885,-81.245657,39085,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5027432,Ardell Banks,Kent State,WR,Mid-American,Ardell,Banks,75.0,190.0,13.0,WR,Massillon,OH,USA,40.7967244,-81.5215093,39151,,0.0,13.0,2.0,0.0,20.0,10.0,,,,,2.0,2.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
2024,5222382,Armahn Hale,Kent State,S,Mid-American,Armahn,Hale,71.0,195.0,2.0,S,Akron,OH,USA,41.083064,-81.518485,39153,183144,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,10.0,0.0,0.0,13.0,,,
2024,5146972,Ayden Harris,Kent State,RB,Mid-American,Ayden,Harris,68.0,195.0,33.0,RB,Exton,PA,USA,40.0289955,-75.6207651,42029,111007,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,13.0,1.0,110.0,3.8,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
2024,5151683,Braylon Smith,Kent State,OL,MAC,Braylon,Smith,76.0,315.0,69.0,OL,Cleveland,OH,USA,41.5051613,-81.6934446,39035,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5189754,Brodyn Bishop,Kent State,S,Mid-American,Brodyn,Bishop,73.0,195.0,28.0,S,Carroll,OH,USA,39.7989528,-82.7010016,39045,111224,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
2024,5151681,Bryce Faulk,Kent State,DL,MAC,Bryce,Faulk,73.0,240.0,98.0,DL,Mason,OH,USA,39.3600586,-84.309939,39165,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5088980,Bryce Sisak,Kent State,DL,MAC,Bryce,Sisak,74.0,250.0,55.0,DL,Tallmadge,OH,USA,41.1014616,-81.4417989,39153,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5151675,CJ Young,Kent State,DB,Mid-American,CJ,Young,71.0,185.0,3.0,DB,Strongsville,OH,USA,41.3144733,-81.83511,39035,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,21.0,0.0,2.0,34.0,0.0,0.0,1.0
2024,5193274,Cade Wolford,Kent State,RB,Mid-American,Cade,Wolford,70.0,190.0,21.0,RB,Jackson,OH,USA,39.0520169,-82.6365537,39079,111146,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,10.0,2.5,,,,,,,,,,,,,,,,,,,,,,,
2024,4609702,Cameron Golden,Kent State,OL,MAC,Cameron,Golden,76.0,265.0,77.0,OL,Fort Pierce,FL,USA,27.4467056,-80.3256056,12111,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4912198,Canaan Williams,Kent State,LB,Mid-American,Canaan,Williams,72.0,205.0,10.0,LB,Waldorf,MD,USA,38.6263882,-76.9106581,24017,,0.0,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,18.0,0.0,3.0,46.0,,,
2024,5151685,Cecil Wilson,Kent State,OL,MAC,Cecil,Wilson,76.0,300.0,72.0,OL,Lakeville,MN,USA,44.650051,-93.2432791,27037,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4917266,Charlie Durkin,Kent State,P,MAC,Charlie,Durkin,72.0,190.0,61.0,P,Ohio,IL,USA,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4695294,Charlie Skehan,Kent State,TE,Mid-American,Charlie,Skehan,73.0,235.0,44.0,TE,Columbia,SC,USA,34.0007493,-81.0343313,45079,,0.0,18.0,1.0,0.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,
2024,5091881,Chris Farrell,Kent State,OL,MAC,Chris,Farrell,76.0,307.0,71.0,OL,Lisle,IL,USA,41.801141,-88.0747875,17043,113358,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4869599,Chrishon McCray,Kent State,WR,Mid-American,Chrishon,McCray,70.0,171.0,13.0,WR,Avon,IN,USA,39.7628227,-86.3997168,18063,115701,1.0,68.0,40.0,9.0,705.0,17.6,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.0,19.0,0.0,20.0,6.7,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,
2024,5222396,Clinton Robinson,Kent State,S,Mid-American,Clinton,Robinson,72.0,195.0,38.0,S,Pittsburgh,PA,USA,40.4416941,-79.9900861,42003,110025,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2024,5222380,Conner Muldowney,Kent State,TE,Mid-American,Conner,Muldowney,76.0,220.0,89.0,TE,Ravenna,OH,USA,41.157557,-81.242047,39133,,0.0,24.0,4.0,1.0,44.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5159834,Curtis Douglas,Kent State,RB,Mid-American,Curtis,Douglas,72.0,200.0,24.0,RB,Lake Worth,FL,USA,26.615891,-80.0691435,12099,,0.0,8.0,4.0,0.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,48.0,19.0,0.0,145.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
2024,5151673,Daeveon Buie,Kent State,S,MAC,Daeveon,Buie,69.0,170.0,25.0,S,Fayetteville,GA,USA,33.4487257,-84.4549262,13113,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,5142743,Dakota Taylor,Kent State,TE,MAC,Dakota,Taylor,76.0,215.0,87.0,TE,Akron,OH,USA,41.083064,-81.518485,39153,110465,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,4699780,Dallas Branch,Kent State,CB,Mid-American,Dallas,Branch,71.0,180.0,15.0,CB,Redondo Beach,CA,USA,33.8455911,-118.3886766,06037,184016,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,12.0,0.0,0.0,23.0,,,
